Time,Source,Sequence
0.00402423,0,,,,,,,
0.00802295,1,,,,,,,
0.0113896,2,,,,,,,
0.0130229,,100,,,,,,
0.0170345,,,,300,,,,
0.0187497,3,,,,,,,
0.0189296,4,,,,,,,
0.0261098,5,,,,,,,
0.0262897,6,,,,,,,
0.0264696,7,,,,,,,
0.0266495,8,,,,,,,
0.0334698,9,,,,,,,
0.0336498,10,,,,,,,
0.0338297,11,,,,,,,
0.0340096,12,,,,,,,
0.0341895,13,,,,,,,
0.0343694,14,,,,,,,
0.0345493,15,,,,,,,
0.0347292,16,,,,,,,
0.0408299,17,,,,,,,
0.0410098,18,,,,,,,
0.0411897,19,,,,,,,
0.0413697,20,,,,,,,
0.0414,,,,301,,,,
0.0415496,21,,,,,,,
0.0417295,22,,,,,,,
0.0419094,23,,,,,,,
0.0420893,24,,,,,,,
0.0422692,25,,,,,,,
0.0424491,26,,,,,,,
0.042629,27,,,,,,,
0.0428089,28,,,,,,,
0.0429888,29,,,,,,,
0.0431688,30,,,,,,,
0.0433487,31,,,,,,,
0.0435286,32,,,,,,,
0.04819,33,,,,,,,
0.0483699,34,,,,,,,
0.0485498,35,,,,,,,
0.0487297,36,,,,,,,
0.0489096,37,,,,,,,
0.0490895,38,,,,,,,
0.0492695,39,,,,,,,
0.0494494,40,,,,,,,
0.0496293,41,,,,,,,
0.0498092,42,,,,,,,
0.0499891,43,,,,,,,
0.050169,44,,,,,,,
0.0503489,45,,,,,,,
0.0505288,46,,,,,,,
0.0507087,47,,,,,,,
0.0508887,48,,,,,,,
0.0510686,49,,,,,,,
0.0512485,50,,,,,,,
0.0514284,51,,,,,,,
0.0516083,52,,,,,,,
0.0517882,53,,,,,,,
0.0519681,54,,,,,,,
0.052148,55,,,,,,,
0.0523279,56,,,,,,,
0.0525078,57,,,,,,,
0.0526878,58,,,,,,,
0.0528677,59,,,,,,,
0.0530476,60,,,,,,,
0.0532275,61,,,,,,,
0.0534074,62,,,,,,,
0.0535873,63,,,,,,,
0.0537672,64,,,,,,,
0.0555501,65,,,,,,,
0.05573,66,,,,,,,
0.0559099,67,,,,,,,
0.0560898,68,,,,,,,
0.0562697,69,,,,,,,
0.0564496,70,,,,,,,
0.0566295,71,,,,,,,
0.0568094,72,,,,,,,
0.0569893,73,,,,,,,
0.0571693,74,,,,,,,
