Time,Source,Sequence
2.6475,4,1064339
2.64768,4,1065297
2.64786,4,1066255
2.64804,4,1067213
2.64822,4,1068171
2.6484,4,1069129
2.64858,4,1070087
2.64876,4,1071045
2.64894,4,1072003
2.64912,4,1072961
2.6493,4,1073919
2.64948,4,1074877
2.64966,4,1075835
2.64984,4,1076793
2.65002,4,1077751
2.6502,4,1078709
2.65038,4,1079667
2.65056,4,1080625
2.65074,4,1081583
2.65092,4,1082541
2.6511,4,1083499
2.65128,4,1084457
2.65146,4,1085415
2.65164,4,1086373
2.65182,4,1087331
2.652,4,1088289
2.65218,4,1089247
2.65236,4,1090205
2.65254,4,1091163
2.65272,4,1092121
2.6529,4,1093079
2.65308,4,1094037
2.65316,4,1094995
2.65326,4,1095953
2.65344,4,1096911
2.65362,4,1097869
2.6538,4,1098827
2.65398,1,371705
2.65416,1,372663
2.65434,1,373621
2.65452,1,374579
2.6547,1,375537
2.65488,1,376495
2.65506,1,377453
2.65524,1,378411
2.65542,1,379369
2.6556,1,380327
2.65578,1,381285
2.65596,1,382243
2.65614,1,383201
2.65622,1,384159
2.65632,1,385117
2.6565,1,386075
2.65668,2,918723
2.65686,2,919681
2.65704,2,920639
2.65722,2,921597
2.6574,2,922555
2.65758,2,923513
2.65776,2,924471
2.65794,2,925429
2.65812,2,926387
2.6583,2,927345
2.65848,2,928303
2.65866,2,929261
2.65884,2,930219
2.65902,2,931177
2.6592,2,932135
2.65938,2,933093
2.65956,2,934051
2.65974,2,935009
2.65992,2,935967
2.6601,2,936925
2.66028,3,1099785
2.66046,2,937883
2.661,3,1100743
2.66118,3,1101701
2.66136,3,1102659
2.66154,3,1103617
2.66172,3,1104575
2.6619,3,1105533
2.66208,3,1106491
2.66226,3,1107449
2.66244,3,1108407
2.66262,3,1109365
2.6628,3,1110323
2.66298,3,1111281
2.66316,3,1112239
2.66334,3,1113197
2.66352,3,1114155
2.6637,3,1115113
2.66388,3,1116071
2.66405,3,1117029
2.66423,3,1117987
2.66441,3,1118945
2.66459,3,1119903
2.66477,3,1120861
2.66495,3,1121819
2.66513,3,1122777
2.66531,3,1123735
2.66549,3,1124693
2.66567,3,1125651
2.66585,3,1126609
2.66603,3,1127567
2.66621,3,1128525
2.66639,3,1129483
2.66657,3,1130441
2.66675,3,1131399
2.66693,3,1132357
2.66711,3,1133315
2.66729,3,1134273
2.66747,3,1135231
2.66765,3,1136189
2.66783,3,1137147
2.66801,3,1138105
2.66819,3,1139063
2.66837,3,1140021
2.66855,3,1140979
2.66873,3,1141937
2.66891,3,1142895
2.66909,3,1143853
2.66927,3,1144811
2.66945,3,1145769
2.66953,3,1146727
2.66963,3,1147685
2.66981,3,1148643
2.66999,4,841125
2.67007,4,842083
2.67017,4,843041
2.67035,4,843999
2.67053,4,844957
2.67071,4,845915
2.67089,4,846873
2.67107,4,847831
2.67125,4,848789
2.67143,4,849747
2.67161,4,850705
2.67179,4,851663
2.67197,4,852621
2.67215,1,722333
2.67233,1,723291
2.67251,1,724249
2.67269,1,725207
2.67287,1,726165
2.67305,1,727123
2.67323,1,728081
2.67341,1,729039
2.67359,1,729997
2.67377,1,730955
2.67395,1,731913
2.67413,1,732871
2.67431,1,733829
2.67439,1,734787
2.67449,1,735745
2.67467,1,736703
2.67485,1,737661
2.67503,1,738619
2.67521,2,1047095
2.67539,2,1048053
2.67557,2,1049011
2.67575,2,1049969
2.67593,2,1050927
2.67611,2,1051885
2.67629,2,1052843
2.67647,2,1053801
2.67665,2,1054759
2.67683,2,1055717
2.67701,2,1056675
2.67719,2,1057633
2.67737,2,1058591
2.67755,2,1059549
2.67773,2,1060507
2.67791,2,1061465
2.67809,2,1062423
2.67953,3,830587
2.67971,3,831545
2.67989,3,832503
2.68007,3,833461
2.68025,3,834419
2.68043,3,835377
2.68061,3,836335
2.68079,3,837293
2.68097,3,838251
2.68115,3,839209
2.68133,3,840167
2.68151,3,841125
2.68159,3,842083
2.68169,3,843041
2.68187,3,843999
2.68205,3,844957
2.68223,3,845915
2.68241,3,846873
2.68259,3,847831
2.68277,3,848789
2.68295,3,849747
2.68313,3,850705
2.68331,3,851663
2.68349,3,852621
2.68367,3,853579
2.68385,3,854537
2.68403,3,855495
2.6842,3,856453
2.68438,3,857411
2.68456,3,858369
2.68474,4,1099785
2.68492,4,1100743
2.6851,4,1101701
2.68528,4,1102659
2.68546,4,1103617
2.68564,4,1104575
2.68582,4,1105533
2.686,4,1106491
2.68618,4,1107449
2.68636,4,1108407
2.68654,4,1109365
2.68672,4,1110323
2.6869,4,1111281
2.68708,4,1112239
2.68726,4,1113197
2.68744,4,1114155
2.68762,4,1115113
2.6878,4,1116071
2.68798,4,1117029
2.68816,4,1117987
2.68834,4,1118945
2.68852,4,1119903
2.6887,4,1120861
2.68888,4,1121819
2.68906,4,1122777
2.68924,4,1123735
2.68942,4,1124693
2.6896,4,1125651
2.68978,4,1126609
2.68996,4,1127567
2.69014,4,1128525
2.69032,4,1129483
2.6905,4,1130441
2.69068,4,1131399
2.69086,4,1132357
2.69104,4,1133315
2.69122,4,1134273
2.6914,4,1135231
2.69158,4,1136189
2.69176,4,1137147
2.69194,4,1138105
2.69212,4,1139063
2.6923,4,1140021
2.69248,4,1140979
2.69266,4,1141937
2.69284,4,1142895
2.69302,4,1143853
2.6932,4,1144811
2.69338,4,1145769
2.69346,4,1146727
2.69356,4,1147685
2.69374,4,1148643
2.69392,1,387033
2.6941,1,387991
2.69428,1,388949
2.69446,1,389907
2.69464,1,390865
2.69482,1,391823
2.695,1,392781
2.69518,1,393739
2.69536,1,394697
2.69554,1,395655
2.69572,1,396613
2.6959,1,397571
2.69608,1,398529
2.69626,1,399487
2.69644,1,400445
2.69652,1,401403
2.69662,1,402361
2.69842,2,938841
2.6985,2,939799
2.6986,2,940757
2.69868,2,941715
2.69878,2,942673
2.69886,2,943631
2.69896,2,944589
2.69904,2,945547
2.69914,2,946505
2.69922,2,947463
2.69932,2,948421
2.6994,2,949379
2.6995,2,950337
2.69958,2,951295
2.69968,2,952253
2.69976,2,953211
2.69986,2,954169
2.69994,2,955127
2.70004,2,956085
2.70012,2,957043
2.70022,2,958001
2.7003,2,958959
2.7004,3,1149601
2.70058,2,959917
2.70066,2,960875
2.70076,3,1150559
2.70094,3,1151517
2.70112,3,1152475
2.7013,3,1153433
2.70148,3,1154391
2.70166,3,1155349
2.70184,3,1156307
2.70202,3,1157265
2.7022,3,1158223
2.70238,3,1159181
2.70256,3,1160139
2.70274,3,1161097
2.70292,3,1162055
2.7031,3,1163013
2.70328,3,1163971
2.70346,3,1164929
2.70364,3,1165887
2.70382,3,1166845
2.704,3,1167803
2.70418,3,1168761
2.70436,3,1169719
2.70453,3,1170677
2.70471,3,1171635
2.70489,3,1172593
2.70507,3,1173551
2.70525,3,1174509
2.70543,3,1175467
2.70561,3,1176425
2.70579,3,1177383
2.70597,3,1178341
2.70615,3,1179299
2.70633,3,1180257
2.70651,3,1181215
2.70669,3,1182173
2.70687,3,1183131
2.70705,3,1184089
2.70723,3,1185047
2.70741,3,1186005
2.70759,3,1186963
2.70777,3,1187921
2.70795,3,1188879
2.70813,3,1189837
2.70831,3,1190795
2.70849,3,1191753
2.70867,3,1192711
2.70885,3,1193669
2.70903,3,1194627
2.70921,3,1195585
2.70939,3,1196543
2.70957,3,1197501
2.70965,3,1198459
2.70975,3,1199417
2.70993,4,853579
2.71011,4,854537
2.71029,4,855495
2.71037,4,856453
2.71047,4,857411
2.71065,4,858369
2.71083,4,859327
2.71101,4,860285
2.71119,4,861243
2.71137,4,862201
2.71155,4,863159
2.71173,4,864117
2.71191,4,865075
2.71209,4,866033
2.71227,1,739577
2.71245,1,740535
2.71263,1,741493
2.71281,1,742451
2.71299,1,743409
2.71317,1,744367
2.71335,1,745325
2.71353,1,746283
2.71371,1,747241
2.71389,1,748199
2.71407,1,749157
2.71425,1,750115
2.71443,1,751073
2.71461,1,752031
2.71479,1,752989
2.71487,1,753947
2.71497,1,754905
2.71515,1,755863
2.71533,1,756821
2.71623,2,1063381
2.71641,2,1064339
2.71649,2,1065297
2.71659,2,1066255
2.71667,2,1067213
2.71677,2,1068171
2.71685,2,1069129
2.71695,2,1070087
2.71703,2,1071045
2.71713,2,1072003
2.71721,2,1072961
2.71731,2,1073919
2.71739,2,1074877
2.71749,2,1075835
2.71757,2,1076793
2.71767,2,1077751
2.71775,2,1078709
2.71785,2,1079667
2.71793,2,1080625
2.71803,2,1081583
2.71811,2,1082541
2.71821,2,1083499
2.71829,2,1084457
2.71839,2,1085415
2.71857,3,859327
2.71875,3,860285
2.71893,3,861243
2.71911,3,862201
2.71929,3,863159
2.71947,3,864117
2.71965,3,865075
2.71983,3,866033
2.72001,3,866991
2.72019,3,867949
2.72037,3,868907
2.72055,3,869865
2.72073,3,870823
2.72091,3,871781
2.72099,3,872739
2.72109,3,873697
2.72127,3,874655
2.72145,3,875613
2.72163,3,876571
2.72181,3,877529
2.72199,3,878487
2.72217,3,879445
2.72235,3,880403
2.72253,3,881361
2.72271,3,882319
2.72289,3,883277
2.72307,3,884235
2.72325,3,885193
2.72343,3,886151
2.72361,3,887109
2.72379,3,888067
2.72397,4,1149601
2.72415,4,1150559
2.72433,4,1151517
2.72451,4,1152475
2.72468,4,1153433
2.72486,4,1154391
2.72504,4,1155349
2.72522,4,1156307
2.7254,4,1157265
2.72558,4,1158223
2.72576,4,1159181
2.72594,4,1160139
2.72612,4,1161097
2.7263,4,1162055
2.72648,4,1163013
2.72666,4,1163971
2.72684,4,1164929
2.72702,4,1165887
2.7272,4,1166845
2.72738,4,1167803
2.72756,4,1168761
2.72774,4,1169719
2.72792,4,1170677
2.7281,4,1171635
2.72828,4,1172593
2.72846,4,1173551
2.72864,4,1174509
2.72882,4,1175467
2.729,4,1176425
2.72918,4,1177383
2.72936,4,1178341
2.72954,4,1179299
2.72972,4,1180257
2.7299,4,1181215
2.73008,4,1182173
2.73026,4,1183131
2.73044,4,1184089
2.73062,4,1185047
2.7308,4,1186005
2.73098,4,1186963
2.73116,4,1187921
2.73134,4,1188879
2.73152,4,1189837
2.7317,4,1190795
2.73188,4,1191753
2.73206,4,1192711
2.73224,4,1193669
2.73242,4,1194627
2.7326,4,1195585
2.73278,4,1196543
2.73296,4,1197501
2.73304,4,1198459
2.73314,4,1199417
2.73332,1,403319
2.7335,1,404277
2.73368,1,405235
2.73386,1,406193
2.73404,1,407151
2.73422,1,408109
2.7344,1,409067
2.73458,1,410025
2.73476,1,410983
2.73494,1,411941
2.73512,1,412899
2.7353,1,413857
2.73548,1,414815
2.73566,1,415773
2.73584,1,416731
2.73602,1,417689
2.7361,1,418647
2.7362,1,419605
2.73638,2,961833
2.73656,2,962791
2.73674,2,963749
2.73692,2,964707
2.7371,2,965665
2.73728,2,966623
2.73746,2,967581
2.73764,2,968539
2.73782,2,969497
2.738,2,970455
2.73818,2,971413
2.73836,2,972371
2.73854,2,973329
2.73872,2,974287
2.7389,2,975245
2.73908,2,976203
2.73926,2,977161
2.73944,2,978119
2.73962,2,979077
2.7398,2,980035
2.73998,2,980993
2.74016,2,981951
2.74034,3,1200375
2.74052,2,982909
2.7407,2,983867
2.74088,3,1201333
2.74106,3,1202291
2.74124,3,1203249
2.74142,3,1204207
2.7416,3,1205165
2.74178,3,1206123
2.74196,3,1207081
2.74214,3,1208039
2.74232,3,1208997
2.7425,3,1209955
2.74268,3,1210913
2.74286,3,1211871
2.74304,3,1212829
2.74322,3,1213787
2.7434,3,1214745
2.74358,3,1215703
2.74376,3,1216661
2.74394,3,1217619
2.74412,3,1218577
2.7443,3,1219535
2.74448,3,1220493
2.74466,3,1221451
2.74483,3,1222409
2.74501,3,1223367
2.74519,3,1224325
2.74537,3,1225283
2.74555,3,1226241
2.74573,3,1227199
2.74591,3,1228157
2.74609,3,1229115
2.74627,3,1230073
2.74645,3,1231031
2.74663,3,1231989
2.74681,3,1232947
2.74699,3,1233905
2.74717,3,1234863
2.74735,3,1235821
2.74753,3,1236779
2.74771,3,1237737
2.74789,3,1238695
2.74807,3,1239653
2.74825,3,1240611
2.74843,3,1241569
2.74861,3,1242527
2.74879,3,1243485
2.74897,3,1244443
2.74915,3,1245401
2.74933,3,1246359
2.74951,3,1247317
2.74969,3,1248275
2.74987,3,1249233
2.75005,3,1250191
2.75023,4,866991
2.75041,4,867949
2.75059,4,868907
2.75077,4,869865
2.75085,4,870823
2.75095,4,871781
2.75113,4,872739
2.75131,4,873697
2.75149,4,874655
2.75167,4,875613
2.75185,4,876571
2.75203,4,877529
2.75221,4,878487
2.75239,4,879445
2.75257,4,880403
2.75275,1,757779
2.75293,1,758737
2.75311,1,759695
2.75329,1,760653
2.75347,1,761611
2.75365,1,762569
2.75383,1,763527
2.75401,1,764485
2.75419,1,765443
2.75437,1,766401
2.75455,1,767359
2.75473,1,768317
2.75491,1,769275
2.75509,1,770233
2.75527,1,771191
2.75545,1,772149
2.75563,1,773107
2.75571,1,774065
2.75581,1,775023
2.75599,1,775981
2.75617,2,1086373
2.75635,2,1087331
2.75653,2,1088289
2.75671,2,1089247
2.75689,2,1090205
2.75707,2,1091163
2.75725,2,1092121
2.75743,2,1093079
2.75761,2,1094037
2.75779,2,1094995
2.75797,2,1095953
2.75815,2,1096911
2.75833,2,1097869
2.75851,2,1098827
2.75869,2,1099785
2.75887,2,1100743
2.75905,2,1101701
2.75923,2,1102659
2.75941,2,1103617
2.75959,2,1104575
2.75977,2,1105533
2.75995,2,1106491
2.76013,2,1107449
2.76031,2,1108407
2.76039,2,1109365
2.76049,3,889025
2.76067,3,889983
2.76085,3,890941
2.76103,3,891899
2.76121,3,892857
2.76139,3,893815
2.76157,3,894773
2.76175,3,895731
2.76193,3,896689
2.76211,3,897647
2.76229,3,898605
2.76247,3,899563
2.76265,3,900521
2.76283,3,901479
2.76301,3,902437
2.76319,3,903395
2.76327,3,904353
2.76337,3,905311
2.76355,3,906269
2.76373,3,907227
2.76391,3,908185
2.76409,3,909143
2.76427,3,910101
2.76445,3,911059
2.76463,3,912017
2.76481,3,912975
2.76499,3,913933
2.76516,3,914891
2.76534,3,915849
2.76552,3,916807
2.7657,3,917765
2.76588,3,918723
2.76606,4,1200375
2.76624,4,1201333
2.76642,4,1202291
2.7666,4,1203249
2.76678,4,1204207
2.76696,4,1205165
2.76714,4,1206123
2.76732,4,1207081
2.7675,4,1208039
2.76768,4,1208997
2.76786,4,1209955
2.76804,4,1210913
2.76822,4,1211871
2.7684,4,1212829
2.76858,4,1213787
2.76876,4,1214745
2.76894,4,1215703
2.76912,4,1216661
2.7693,4,1217619
2.76948,4,1218577
2.76966,4,1219535
2.76984,4,1220493
2.77002,4,1221451
2.7702,4,1222409
2.77038,4,1223367
2.77056,4,1224325
2.77074,4,1225283
2.77092,4,1226241
2.7711,4,1227199
2.77128,4,1228157
2.77146,4,1229115
2.77164,4,1230073
2.77182,4,1231031
2.772,4,1231989
2.77218,4,1232947
2.77236,4,1233905
2.77254,4,1234863
2.77272,4,1235821
2.7729,4,1236779
2.77308,4,1237737
2.77326,4,1238695
2.77344,4,1239653
2.77362,4,1240611
2.7738,4,1241569
2.77398,4,1242527
2.77416,4,1243485
2.77434,4,1244443
2.77452,4,1245401
2.7747,4,1246359
2.77488,4,1247317
2.77506,4,1248275
2.77524,4,1249233
2.77542,4,1250191
2.7756,1,420563
2.77578,1,421521
2.77596,1,422479
2.77614,1,423437
2.77632,1,424395
2.7765,1,425353
2.77668,1,426311
2.77686,1,427269
2.77704,1,428227
2.77722,1,429185
2.7774,1,430143
2.77758,1,431101
2.77776,1,432059
2.77794,1,433017
2.77812,1,433975
2.7783,1,434933
2.77848,1,435891
2.77866,1,436849
2.77874,1,437807
2.77884,2,984825
2.77892,2,985783
2.77902,2,986741
2.7792,2,987699
2.77938,2,988657
2.77956,2,989615
2.77974,2,990573
2.77992,2,991531
2.7801,2,992489
2.78028,2,993447
2.78046,2,994405
2.78064,2,995363
2.78082,2,996321
2.781,2,997279
2.78118,2,998237
2.78136,2,999195
2.78154,2,1000153
2.78172,2,1001111
2.7819,2,1002069
2.78208,2,1003027
2.78226,2,1003985
2.78244,2,1004943
2.78262,2,1005901
2.7828,3,1251149
2.78298,2,1006859
2.78316,2,1007817
2.78334,3,1252107
2.78342,3,1253065
2.78352,3,1254023
2.7837,3,1254981
2.78388,3,1255939
2.78406,3,1256897
2.78424,3,1257855
2.78442,3,1258813
2.7846,3,1259771
2.78478,3,1260729
2.78496,3,1261687
2.78514,3,1262645
2.78531,3,1263603
2.78549,3,1264561
2.78567,3,1265519
2.78585,3,1266477
2.78603,3,1267435
2.78621,3,1268393
2.78639,3,1269351
2.78657,3,1270309
2.78675,3,1271267
2.78693,3,1272225
2.78711,3,1273183
2.78729,3,1274141
2.78747,3,1275099
2.78765,3,1276057
2.78783,3,1277015
2.78801,3,1277973
2.78819,3,1278931
2.78837,3,1279889
2.78855,3,1280847
2.78873,3,1281805
2.78891,3,1282763
2.78909,3,1283721
2.78927,3,1284679
2.78945,3,1285637
2.78963,3,1286595
2.78981,3,1287553
2.78999,3,1288511
2.79017,3,1289469
2.79035,3,1290427
2.79053,3,1291385
2.79071,3,1292343
2.79089,3,1293301
2.79107,3,1294259
2.79125,3,1295217
2.79143,3,1296175
2.79161,3,1297133
2.79179,3,1298091
2.79197,3,1299049
2.79215,3,1300007
2.79233,3,1300965
2.79251,3,1301923
2.79269,4,881361
2.79287,4,882319
2.79305,4,883277
2.79323,4,884235
2.79341,4,885193
2.79359,4,886151
2.79367,4,887109
2.79377,4,888067
2.79395,4,889025
2.79413,4,889983
2.79431,4,890941
2.79449,4,891899
2.79467,4,892857
2.79485,4,893815
2.79503,4,894773
2.79521,4,895731
2.79539,1,776939
2.79557,1,777897
2.79575,1,778855
2.79593,1,779813
2.79611,1,780771
2.79629,1,781729
2.79647,1,782687
2.79665,1,783645
2.79683,1,784603
2.79701,1,785561
2.79719,1,786519
2.79737,1,787477
2.79755,1,788435
2.79773,1,789393
2.79791,1,790351
2.79809,1,791309
2.79827,1,792267
2.79845,1,793225
2.79863,1,794183
2.79871,1,795141
2.79881,1,796099
2.79899,2,1110323
2.79917,2,1111281
2.79935,2,1112239
2.79953,2,1113197
2.79971,2,1114155
2.79989,2,1115113
2.80007,2,1116071
2.80025,2,1117029
2.80043,2,1117987
2.80061,2,1118945
2.80079,2,1119903
2.80097,2,1120861
2.80115,2,1121819
2.80133,2,1122777
2.80151,2,1123735
2.80169,2,1124693
2.80187,2,1125651
2.80205,2,1126609
2.80223,2,1127567
2.80241,2,1128525
2.80259,2,1129483
2.80277,2,1130441
2.80295,2,1131399
2.80313,2,1132357
2.80331,2,1133315
2.80349,3,919681
2.80367,3,920639
2.80385,3,921597
2.80403,3,922555
2.80421,3,923513
2.80439,3,924471
2.80457,3,925429
2.80475,3,926387
2.80493,3,927345
2.80511,3,928303
2.80529,3,929261
2.80547,3,930219
2.80564,3,931177
2.80582,3,932135
2.806,3,933093
2.80618,3,934051
2.80636,3,935009
2.80654,3,935967
2.80663,3,936925
2.80672,3,937883
2.8069,3,938841
2.80708,3,939799
2.80726,3,940757
2.80744,3,941715
2.80762,3,942673
2.8078,3,943631
2.80798,3,944589
2.80816,3,945547
2.80834,3,946505
2.80852,3,947463
2.8087,3,948421
2.80888,3,949379
2.80906,3,950337
2.80924,4,1251149
2.80942,4,1252107
2.8095,4,1253065
2.8096,4,1254023
2.80978,4,1254981
2.80996,4,1255939
2.81014,4,1256897
2.81032,4,1257855
2.8105,4,1258813
2.81068,4,1259771
2.81086,4,1260729
2.81104,4,1261687
2.81122,4,1262645
2.8114,4,1263603
2.81158,4,1264561
2.81176,4,1265519
2.81194,4,1266477
2.81212,4,1267435
2.8123,4,1268393
2.81248,4,1269351
2.81266,4,1270309
2.81284,4,1271267
2.81302,4,1272225
2.8132,4,1273183
2.81338,4,1274141
2.81356,4,1275099
2.81374,4,1276057
2.81392,4,1277015
2.8141,4,1277973
2.81428,4,1278931
2.81446,4,1279889
2.81464,4,1280847
2.81482,4,1281805
2.815,4,1282763
2.81518,4,1283721
2.81536,4,1284679
2.81554,4,1285637
2.81572,4,1286595
2.8159,4,1287553
2.81608,4,1288511
2.81626,4,1289469
2.81644,4,1290427
2.81662,4,1291385
2.8168,4,1292343
2.81698,4,1293301
2.81716,4,1294259
2.81734,4,1295217
2.81752,4,1296175
2.8177,4,1297133
2.81788,4,1298091
2.81806,4,1299049
2.81824,4,1300007
2.81842,4,1300965
2.8186,4,1301923
2.81878,1,438765
2.81896,1,439723
2.81914,1,440681
2.81932,1,441639
2.8195,1,442597
2.81968,1,443555
2.81986,1,444513
2.82004,1,445471
2.82022,1,446429
2.8204,1,447387
2.82058,1,448345
2.82076,1,449303
2.82094,1,450261
2.82112,1,451219
2.8213,1,452177
2.82148,1,453135
2.82166,1,454093
2.82184,1,455051
2.82202,1,456009
2.8222,2,1008775
2.82238,2,1009733
2.82256,2,1010691
2.82264,2,1011649
2.82274,2,1012607
2.82292,2,1013565
2.8231,2,1014523
2.82328,2,1015481
2.82346,2,1016439
2.82364,2,1017397
2.82382,2,1018355
2.824,2,1019313
2.82418,2,1020271
2.82436,2,1021229
2.82454,2,1022187
2.82472,2,1023145
2.8249,2,1024103
2.82508,2,1025061
2.82526,2,1026019
2.82544,2,1026977
2.82562,2,1027935
2.82579,2,1028893
2.82597,2,1029851
2.82615,2,1030809
2.82633,3,1302881
2.82651,2,1031767
2.82669,2,1032725
2.82687,3,1303839
2.82705,3,1304797
2.82723,3,1305755
2.82741,3,1306713
2.8275,3,1307671
2.82759,3,1308629
2.82777,3,1309587
2.82795,3,1310545
2.82813,3,1311503
2.82831,3,1312461
2.82849,3,1313419
2.82867,3,1314377
2.82885,3,1315335
2.82903,3,1316293
2.82921,3,1317251
2.82939,3,1318209
2.82957,3,1319167
2.82975,3,1320125
2.82993,3,1321083
2.83011,3,1322041
2.83029,3,1322999
2.83047,3,1323957
2.83065,3,1324915
2.83083,3,1325873
2.83101,3,1326831
2.83119,3,1327789
2.83137,3,1328747
2.83155,3,1329705
2.83173,3,1330663
2.83191,3,1331621
2.83209,3,1332579
2.83227,3,1333537
2.83245,3,1334495
2.83263,3,1335453
2.83281,3,1336411
2.83299,3,1337369
2.83317,3,1338327
2.83335,3,1339285
2.83353,3,1340243
2.83371,3,1341201
2.83389,3,1342159
2.83407,3,1343117
2.83425,3,1344075
2.83443,3,1345033
2.83461,3,1345991
2.83479,3,1346949
2.83497,3,1347907
2.83515,3,1348865
2.83533,3,1349823
2.83551,3,1350781
2.83569,3,1351739
2.83587,3,1352697
2.83605,3,1353655
2.83623,3,1354613
2.83641,4,896689
2.83659,4,897647
2.83677,4,898605
2.83695,4,899563
2.83713,4,900521
2.83731,4,901479
2.83749,4,902437
2.83757,4,903395
2.83767,4,904353
2.83785,4,905311
2.83803,4,906269
2.83821,4,907227
2.83839,4,908185
2.83857,4,909143
2.83875,4,910101
2.83893,4,911059
2.83911,4,912017
2.83929,1,797057
2.83947,1,798015
2.83965,1,798973
2.83983,1,799931
2.84001,1,800889
2.84019,1,801847
2.84037,1,802805
2.84055,1,803763
2.84073,1,804721
2.84091,1,805679
2.84109,1,806637
2.84127,1,807595
2.84145,1,808553
2.84163,1,809511
2.84181,1,810469
2.84199,1,811427
2.84217,1,812385
2.84235,1,813343
2.84253,1,814301
2.84271,1,815259
2.84279,1,816217
2.84289,1,817175
2.84307,2,1134273
2.84315,2,1135231
2.84325,2,1136189
2.84343,2,1137147
2.84361,2,1138105
2.84379,2,1139063
2.84397,2,1140021
2.84415,2,1140979
2.84433,2,1141937
2.84451,2,1142895
2.84469,2,1143853
2.84487,2,1144811
2.84505,2,1145769
2.84523,2,1146727
2.84541,2,1147685
2.84559,2,1148643
2.84577,2,1149601
2.84594,2,1150559
2.84612,2,1151517
2.8463,2,1152475
2.84648,2,1153433
2.84666,2,1154391
2.84684,2,1155349
2.84702,2,1156307
2.8472,2,1157265
2.84738,2,1158223
2.84756,3,951295
2.84774,3,952253
2.84792,3,953211
2.8481,3,954169
2.84828,3,955127
2.84846,3,956085
2.84864,3,957043
2.84882,3,958001
2.849,3,958959
2.84918,3,959917
2.84936,3,960875
2.84954,3,961833
2.84972,3,962791
2.8499,3,963749
2.85008,3,964707
2.85026,3,965665
2.85044,3,966623
2.85062,3,967581
2.8508,3,968539
2.85098,3,969497
2.85106,3,970455
2.85116,3,971413
2.85134,3,972371
2.85152,3,973329
2.8517,3,974287
2.85188,3,975245
2.85206,3,976203
2.85224,3,977161
2.85242,3,978119
2.8526,3,979077
2.85278,3,980035
2.85296,3,980993
2.85314,3,981951
2.85332,3,982909
2.8535,4,1302881
2.85368,4,1303839
2.85386,4,1304797
2.85404,4,1305755
2.85422,4,1306713
2.8543,4,1307671
2.8544,4,1308629
2.85458,4,1309587
2.85476,4,1310545
2.85494,4,1311503
2.85512,4,1312461
2.8553,4,1313419
2.85548,4,1314377
2.85566,4,1315335
2.85584,4,1316293
2.85602,4,1317251
2.8562,4,1318209
2.85638,4,1319167
2.85656,4,1320125
2.85674,4,1321083
2.85692,4,1322041
2.8571,4,1322999
2.85728,4,1323957
2.85746,4,1324915
2.85764,4,1325873
2.85782,4,1326831
2.858,4,1327789
2.85818,4,1328747
2.85836,4,1329705
2.85854,4,1330663
2.85872,4,1331621
2.8589,4,1332579
2.85908,4,1333537
2.85926,4,1334495
2.85944,4,1335453
2.85962,4,1336411
2.8598,4,1337369
2.85998,4,1338327
2.86016,4,1339285
2.86034,4,1340243
2.86052,4,1341201
2.8607,4,1342159
2.86088,4,1343117
2.86106,4,1344075
2.86124,4,1345033
2.86142,4,1345991
2.8616,4,1346949
2.86178,4,1347907
2.86196,4,1348865
2.86214,4,1349823
2.86232,4,1350781
2.8625,4,1351739
2.86268,4,1352697
2.86286,4,1353655
2.86304,4,1354613
2.86322,1,456967
2.8633,1,457925
2.8634,1,458883
2.86358,1,459841
2.86376,1,460799
2.86394,1,461757
2.86412,1,462715
2.8643,1,463673
2.86448,1,464631
2.86466,1,465589
2.86484,1,466547
2.86502,1,467505
2.8652,1,468463
2.86538,1,469421
2.86556,1,470379
2.86574,1,471337
2.86592,1,472295
2.8661,1,473253
2.86627,1,474211
2.86645,1,475169
2.86663,2,1033683
2.86681,2,1034641
2.86699,2,1035599
2.86717,2,1036557
2.86735,2,1037515
2.86744,2,1038473
2.86753,2,1039431
2.86771,2,1040389
2.86789,2,1041347
2.86807,2,1042305
2.86825,2,1043263
2.86843,2,1044221
2.86861,2,1045179
2.86879,2,1046137
2.86897,2,1047095
2.86915,2,1048053
2.86933,2,1049011
2.86951,2,1049969
2.86969,2,1050927
2.86987,2,1051885
2.87005,2,1052843
2.87023,2,1053801
2.87041,2,1054759
2.87059,2,1055717
2.87077,2,1056675
2.87095,3,1355571
2.87113,2,1057633
2.87131,2,1058591
2.87149,3,1356529
2.87167,3,1357487
2.87185,3,1358445
2.87203,3,1359403
2.87221,3,1360361
2.87239,3,1361319
2.87247,3,1362277
2.87257,3,1363235
2.87275,3,1364193
2.87293,3,1365151
2.87311,3,1366109
2.87329,3,1367067
2.87347,3,1368025
2.87365,3,1368983
2.87383,3,1369941
2.87401,3,1370899
2.87419,3,1371857
2.87437,3,1372815
2.87455,3,1373773
2.87473,3,1374731
2.87491,3,1375689
2.87509,3,1376647
2.87527,3,1377605
2.87545,3,1378563
2.87563,3,1379521
2.87581,3,1380479
2.87599,3,1381437
2.87617,3,1382395
2.87635,3,1383353
2.87653,3,1384311
2.87671,3,1385269
2.87689,3,1386227
2.87707,3,1387185
2.87725,3,1388143
2.87743,3,1389101
2.87761,3,1390059
2.87779,3,1391017
2.87797,3,1391975
2.87815,3,1392933
2.87833,3,1393891
2.87851,3,1394849
